,0,1,2
4112,to,navig,and
4113,navig,and,the
4114,and,the,button
4115,the,button,are
4116,button,are,so
4117,are,so,recess
4118,so,recess,that
4119,recess,that,it
4120,is,difficult,to
4121,difficult,to,push
4122,to,push,them
4123,batteri,is,hold
4124,is,hold,up
4125,hold,up,well
4126,also,difficult,to
4127,difficult,to,put
4128,to,put,on
4129,put,on,i
4130,on,i,d
4131,i,d,recommend
4132,d,recommend,avoid
4133,recommend,avoid,this
4134,avoid,this,product
4135,this,product,i
4136,i,onli,use
4137,onli,use,it
4138,use,it,two
4139,it,two,day
4140,two,day,and
4141,wasn,t,alway
4142,t,alway,easi
4143,alway,easi,to
4144,easi,to,hear
4145,to,hear,with
4146,hear,with,i
4147,i,got,the
4148,got,the,car
4149,charger,and,not
4150,and,not,even
4151,not,even,after
4152,even,after,a
4153,after,a,week
4154,a,week,the
4155,week,the,charger
4156,the,charger,was
4157,charger,was,broken
4158,was,broken,i
4159,broken,i,went
4160,i,went,to
4161,went,to,plug
4162,it,start,smoke
4163,sprint,terribl,custom
4164,link,to,my
4165,my,phone,without
4166,phone,without,effort
4167,are,so,cool
4168,to,use,better
4169,better,than,new
4170,what,posses,me
4171,posses,me,to
4172,get,this,junk
4173,this,junk,i
4174,junk,i,have
4175,i,have,no
4176,have,no,idea
4177,piec,of,trash
4178,a,pretti,good
4179,great,phone,for
4180,phone,for,the
4181,price,on,amazon
4182,on,amazon,it
4183,an,excel,product
4184,excel,product,which
4185,product,which,i
4186,which,i,would
4187,their,research,and
4188,research,and,develop
4189,and,develop,divis
4190,develop,divis,obvious
4191,divis,obvious,know
4192,obvious,know,what
4193,know,what,they
4194,what,they,re
4195,they,re,do
4196,the,real,killer
4197,real,killer,is
4198,killer,is,the
4199,is,the,volum
4200,the,volum,and
4201,volum,and,of
4202,and,of,cours
4203,of,cours,it
4204,cours,it,break
4205,those,phone,are
4206,phone,are,work
4207,are,work,just
4208,just,fine,now
4209,now,i,am
4210,i,am,more
4211,am,more,than
4212,more,than,happi
4213,than,happi,with
4214,this,is,infuri
4215,overal,i,would
4216,recommend,this,phone
4217,this,phone,over
4218,over,the,new
4219,the,new,walkman
4220,sprint,charg,for
4221,charg,for,this
4222,for,this,servic
4223,is,cheap,and
4224,feel,and,look
4225,and,look,just
4226,look,just,as
4227,just,as,cheap
4228,as,cheap,it
4229,it,fit,my
4230,my,ear,well
4231,ear,well,and
4232,well,and,is
4233,and,is,comfort
4234,is,comfort,on
4235,comfort,on,it
4236,on,it,doesn
4237,t,work,in
4238,work,in,europ
4239,in,europ,or
4240,europ,or,asia
4241,clip,this,to
4242,this,to,your
4243,to,your,belt
4244,your,belt,will
4245,belt,will,deffinit
4246,will,deffinit,make
4247,deffinit,make,you
4248,make,you,feel
4249,you,feel,like
4250,feel,like,cent
4251,like,cent,s
4252,cent,s,up
4253,s,up,and
4254,up,and,come
4255,and,come,i
4256,i,like,design
4257,like,design,and
4258,design,and,look
4259,and,look,of
4260,look,of,jabra
4261,of,jabra,behe
4262,jabra,behe,the
4263,ear,headset,and
4264,headset,and,is
4265,and,is,pretti
4266,is,pretti,comfort
4267,pretti,comfort,to
4268,comfort,to,wear
4269,to,wear,hour
4270,wear,hour,a
4271,hour,a,day
4272,a,day,without
4273,day,without,pain
4274,without,pain,in
4275,pain,in,the
4276,ear,i,was
4277,i,was,amaz
4278,was,amaz,at
4279,amaz,at,the
4280,at,the,quick
4281,the,quick,arriv
4282,quick,arriv,of
4283,arriv,of,the
4284,the,two,origin
4285,two,origin,lg
4286,origin,lg,cell
4287,lg,cell,phone
4288,cell,phone,batteri
4289,phone,batteri,and
4290,batteri,and,and
4291,and,and,at
4292,at,a,fraction
4293,a,fraction,of
4294,fraction,of,the
4295,of,the,price
4296,the,price,the
4297,the,worst,phone
4298,worst,phone,from
4299,phone,from,samsung
4300,from,samsung,crap
4301,samsung,crap,this
4302,crap,this,crappi
4303,this,crappi,samsung
4304,crappi,samsung,is
4305,samsung,is,the
4306,worst,i,have
4307,have,ever,seeen
4308,ever,seeen,the
4309,the,charger,work
4310,charger,work,for
4311,work,for,about
4312,about,a,week
4313,a,week,and
4314,week,and,then
4315,and,then,complet
4316,then,complet,stop
4317,complet,stop,charg
4318,stop,charg,my
4319,charg,my,phone
4320,my,phone,poor
4321,howev,i,need
4322,i,need,some
4323,need,some,better
4324,some,better,instruct
4325,you,need,two
4326,need,two,hand
4327,two,hand,to
4328,hand,to,oper
4329,to,oper,the
4330,oper,the,screen
4331,the,screen,this
4332,screen,this,softwar
4333,this,softwar,interfac
4334,softwar,interfac,is
4335,interfac,is,decad
4336,is,decad,old
4337,decad,old,and
4338,old,and,cannot
4339,and,cannot,compet
4340,cannot,compet,with
4341,compet,with,new
4342,with,new,softwar
4343,new,softwar,design
4344,veri,well,pair
4345,well,pair,with
4346,pair,with,a
4347,with,a,treo
4348,a,treo,and
4349,treo,and,as
4350,and,as,a
4351,as,a,skype
4352,a,skype,headset
4353,skype,headset,on
4354,on,my,pc
4355,my,pc,use
4356,pc,use,a
4357,use,a,usb
4358,a,usb,bluetooth
4359,usb,bluetooth,transceiv
4360,steer,clear,of
4361,clear,of,this
4362,of,this,product
4363,this,product,and
4364,product,and,go
4365,and,go,with
4366,go,with,the
4367,with,the,genuin
4368,the,genuin,palm
4369,genuin,palm,replacementr
4370,palm,replacementr,pen
4371,replacementr,pen,which
4372,pen,which,come
4373,which,come,in
4374,come,in,a
4375,in,a,three
4376,a,three,pack
4377,do,not,buyit
4378,not,buyit,suck
4379,a,great,product
4380,great,product,sure
4381,product,sure,beat
4382,sure,beat,use
4383,beat,use,your
4384,use,your,finger
4385,plus,i,serious
4386,i,serious,do
4387,serious,do,not
4388,do,not,believ
4389,not,believ,it
4390,worth,it,steep
4391,it,steep,price
4392,steep,price,point
4393,all,the,other
4394,the,other,case
4395,other,case,i
4396,case,i,ve
4397,ve,tri,normal
4398,tri,normal,fall
4399,normal,fall,apart
4400,fall,apart,after
4401,apart,after,a
4402,after,a,few
4403,a,few,month
4404,few,month,but
4405,month,but,this
4406,this,one,seem
4407,one,seem,to
4408,seem,to,be
4409,to,be,in
4410,be,in,for
4411,in,for,the
4412,for,the,long
4413,the,long,haul
4414,veri,dissapoint,perform
4415,don,t,make
4416,t,make,the
4417,same,mistak,that
4418,mistak,that,i
4419,that,i,did
4420,i,did,and
4421,did,and,pleas
4422,and,pleas,don
4423,pleas,don,t
4424,buy,this,phone
4425,this,phone,this
4426,phone,might,well
4427,might,well,be
4428,well,be,the
4429,be,the,worst
4430,the,worst,i
4431,worst,i,ve
4432,ever,had,in
4433,had,in,ani
4434,in,ani,brand
4435,case,was,more
4436,was,more,or
4437,more,or,less
4438,or,less,an
4439,less,an,extra
4440,an,extra,that
4441,extra,that,i
4442,that,i,origin
4443,i,origin,put
4444,origin,put,on
4445,put,on,but
4446,on,but,later
4447,but,later,discard
4448,later,discard,becaus
4449,it,scratch,my
4450,scratch,my,ear
4451,my,ear,i
4452,i,recommend,igo
4453,recommend,igo,to
4454,igo,to,anyon
4455,to,anyon,with
4456,anyon,with,differ
4457,with,differ,brand
4458,differ,brand,cell
4459,brand,cell,phone
4460,cell,phone,player
4461,phone,player,in
4462,player,in,the
4463,in,the,famili
4464,don,t,bother
4465,t,bother,go
4466,to,the,store
4467,i,post,more
4468,post,more,detail
4469,more,detail,comment
4470,detail,comment,under
4471,comment,under,the
4472,under,the,grey
4473,the,grey,or
4474,grey,or,black
4475,or,black,phone
4476,black,phone,but
4477,phone,but,i
4478,but,i,have
4479,i,have,the
4480,have,the,fire
4481,the,fire,red
4482,fire,red,and
4483,a,great,color
4484,great,color,i
4485,i,did,not
4486,did,not,have
4487,not,have,ani
4488,have,ani,problem
4489,problem,with,this
4490,with,this,item
4491,this,item,and
4492,item,and,would
4493,would,order,it
4494,order,it,again
4495,it,again,if
4496,again,if,need
4497,if,need,you
4498,need,you,get
4499,pay,for,i
4500,for,i,guess
4501,not,onli,did
4502,onli,did,the
4503,did,the,softwar
4504,the,softwar,do
4505,softwar,do,a
4506,do,a,great
4507,a,great,job
4508,great,job,of
4509,job,of,this
4510,of,this,i
4511,this,i,could
4512,i,could,also
4513,could,also,make
4514,also,make,my
4515,make,my,own
4516,my,own,rington
4517,own,rington,form
4518,rington,form,my
4519,form,my,exist
4520,my,exist,cds
4521,exist,cds,without
4522,cds,without,an
4523,without,an,internet
4524,an,internet,connect
4525,im,surpris,this
4526,surpris,this,is
4527,good,qualiti,car
4528,charger,and,there
4529,and,there,s
4530,there,s,not
4531,s,not,much
4532,not,much,review
4533,much,review,about
4534,review,about,it
4535,these,are,fabul
4536,howev,bt,headset
4537,bt,headset,are
4538,headset,are,current
4539,are,current,not
4540,current,not,good
4541,not,good,for
4542,good,for,real
4543,for,real,time
4544,real,time,game
4545,time,game,like
4546,game,like,first
4547,like,first,person
4548,first,person,shooter
4549,person,shooter,sinc
4550,shooter,sinc,the
4551,sinc,the,audio
4552,the,audio,delay
4553,audio,delay,mess
4554,delay,mess,me
4555,mess,me,up
4556,up,i,use
4557,i,use,bitpim
4558,use,bitpim,a
4559,bitpim,a,free
4560,a,free,program
4561,free,program,you
4562,program,you,can
4563,you,can,find
4564,can,find,on
4565,find,on,the
4566,on,the,internet
4567,the,internet,to
4568,internet,to,transfer
4569,to,transfer,data
4570,data,to,the
4571,the,phone,the
4572,of,the,cabl
4573,the,cabl,was
4574,cabl,was,excel
4575,disappoint,accessori,from
4576,accessori,from,a
4577,from,a,good
4578,a,good,manufactur
4579,perform,aw,muffl
4580,aw,muffl,tinni
4581,muffl,tinni,incom
4582,tinni,incom,sound
4583,incom,sound,and
4584,sound,and,sever
4585,and,sever,echo
4586,sever,echo,for
4587,echo,for,those
4588,for,those,on
4589,those,on,the
4590,other,end,of
4591,veri,wind,resist
4592,obvious,they,have
4593,they,have,a
4594,have,a,terribl
4595,a,terribl,custom
4596,terribl,custom,servic
4597,custom,servic,so
4598,servic,so,you
4599,so,you,get
4600,what,you,pay
4601,you,pay,for
4602,pay,for,they
4603,they,do,not
4604,do,not,last
4605,not,last,forev
4606,last,forev,but
4607,forev,but,is
4608,but,is,not
4609,is,not,over
4610,not,over,expens
4611,over,expens,to
4612,expens,to,replac
4613,to,replac,easi
4614,easi,to,oper
4615,to,oper,and
4616,oper,and,the
4617,sound,is,much
4618,is,much,better
4619,better,than,other
4620,than,other,i
4621,other,i,have
4622,i,contact,the
4623,contact,the,compani
4624,the,compani,and
4625,compani,and,they
4626,and,they,told
4627,they,told,me
4628,told,me,that
4629,me,that,although
4630,that,although,the
4631,although,the,unit
4632,the,unit,was
4633,unit,was,still
4634,was,still,under
4635,still,under,warranti
4636,under,warranti,if
4637,warranti,if,i
4638,if,i,couldn
4639,couldn,t,produc
4640,t,produc,my
4641,produc,my,receipt
4642,my,receipt,i
4643,receipt,i,was
4644,i,was,out
4645,was,out,of
4646,out,of,luck
4647,linksi,should,have
4648,should,have,some
4649,have,some,way
4650,some,way,to
4651,way,to,exchang
4652,to,exchang,a
4653,exchang,a,bad
4654,a,bad,phone
4655,bad,phone,for
4656,phone,for,a
4657,for,a,refurb
4658,a,refurb,unit
4659,refurb,unit,or
4660,unit,or,someth
4661,or,someth,phone
4662,phone,is,sturdi
4663,is,sturdi,as
4664,sturdi,as,all
4665,as,all,nokia
4666,all,nokia,bar
4667,nokia,bar,phone
4668,bar,phone,are
4669,great,phone,when
4670,phone,when,i
4671,when,i,place
4672,i,place,my
4673,place,my,treo
4674,my,treo,into
4675,treo,into,the
4676,into,the,case
4677,the,case,not
4678,case,not,onli
4679,not,onli,was
4680,onli,was,it
4681,was,it,not
4682,it,not,snug
4683,not,snug,but
4684,snug,but,there
4685,but,there,was
4686,there,was,a
4687,was,a,lot
4688,lot,of,extra
4689,of,extra,room
4690,extra,room,on
4691,room,on,the
4692,on,the,side
4693,the,side,i
4694,i,m,pleas
4695,batteri,is,terribl
4696,i,found,the
4697,found,the,product
4698,the,product,to
4699,product,to,be
4700,to,be,easi
4701,easi,to,set
4702,to,set,up
4703,set,up,and
4704,up,and,use
4705,use,the,earpiec
4706,the,earpiec,on
4707,earpiec,on,this
4708,on,this,is
4709,this,is,too
4710,is,too,larg
4711,too,larg,or
4712,or,too,heavi
4713,too,heavi,it
4714,heavi,it,keep
4715,it,keep,fall
4716,keep,fall,out
4717,fall,out,of
4718,utter,crap,sound
4719,crap,sound,qualiti
4720,qualiti,is,terribl
4721,the,charger,arriv
4722,charger,arriv,within
4723,arriv,within,the
4724,within,the,promis
4725,the,promis,timefram
4726,promis,timefram,but
4727,timefram,but,it
4728,but,it,did
4729,no,ear,loop
4730,ear,loop,need
4731,loop,need,it
4732,need,it,s
4733,it,s,tini
4734,s,tini,and
4735,tini,and,the
4736,sound,is,great
4737,final,after,three
4738,after,three,or
4739,three,or,four
4740,or,four,time
4741,four,time,the
4742,time,the,spring
4743,the,spring,of
4744,of,the,latch
4745,the,latch,broke
4746,latch,broke,and
4747,broke,and,i
4748,could,not,use
4749,not,use,it
4750,use,it,ani
4751,it,ani,longer
4752,ani,longer,on
4753,longer,on,the
4754,on,the,visor
4755,the,visor,the
4756,the,handsfre,part
4757,handsfre,part,work
4758,part,work,fine
4759,work,fine,but
4760,fine,but,then
4761,but,then,the
4762,then,the,car
4763,the,car,tri
4764,car,tri,to
4765,tri,to,download
4766,to,download,the
4767,download,the,address
4768,the,address,book
4769,address,book,and
4770,book,and,the
4771,and,the,treo
4772,the,treo,reboot
4773,treo,reboot,overal
4774,reboot,overal,i
4775,overal,i,still
4776,i,still,rate
4777,still,rate,this
4778,rate,this,devic
4779,this,devic,high
4780,talk,about,useless
4781,about,useless,custom
4782,useless,custom,servic
4783,custom,servic,it
4784,it,felt,too
4785,felt,too,light
4786,this,doe,not
4787,not,fit,the
4788,fit,the,palm
4789,the,palm,tungsten
4790,palm,tungsten,and
4791,it,broke,the
4792,broke,the,first
4793,the,first,time
4794,first,time,i
4795,time,i,tri
4796,i,tri,to
4797,tri,to,plug
4798,it,in,i
4799,in,i,m
4800,i,m,happi
4801,m,happi,about
4802,happi,about,this
4803,about,this,purchas
4804,this,purchas,good
4805,purchas,good,qualiti
4806,good,qualiti,and
4807,qualiti,and,low
4808,and,low,price
4809,low,price,i
4810,love,the,look
4811,the,look,and
4812,and,feel,of
4813,feel,of,samsung
4814,of,samsung,flipphon
4815,it,well,design
4816,well,design,and
4817,design,and,veri
4818,veri,sharp,the
4819,sharp,the,blue
4820,the,blue,is
4821,blue,is,a
4822,a,veri,nice
4823,veri,nice,color
4824,everyth,it,should
4825,should,and,more
4826,and,more,i
4827,more,i,could
4828,could,not,recommend
4829,not,recommend,these
4830,recommend,these,more
4831,look,good,in
4832,good,in,the
4833,in,the,pictur
4834,the,pictur,but
4835,pictur,but,this
4836,but,this,case
4837,this,case,was
4838,case,was,a
4839,was,a,huge
4840,a,huge,disappoint
4841,much,less,than
4842,less,than,the
4843,than,the,jawbon
4844,the,jawbon,i
4845,jawbon,i,was
4846,i,was,go
4847,setup,went,veri
4848,went,veri,smooth
4849,it,extrem,slow
4850,extrem,slow,and
4851,slow,and,take
4852,and,take,forev
4853,take,forev,to
4854,forev,to,do
4855,to,do,anyth
4856,do,anyth,with
4857,a,must,studi
4858,must,studi,for
4859,studi,for,anyon
4860,for,anyon,interest
4861,anyon,interest,in
4862,interest,in,the
4863,in,the,worst
4864,the,worst,sin
4865,worst,sin,of
4866,sin,of,industri
4867,of,industri,design
4868,industri,design,the
4869,first,thing,that
4870,thing,that,happen
4871,that,happen,was
4872,was,that,the
4873,that,the,track
4874,the,track,was
4875,track,was,off
4876,is,well,made
4877,well,made,easi
4878,made,easi,to
4879,easi,to,access
4880,to,access,the
4881,phone,and,has
4882,and,has,a
4883,has,a,handi
4884,a,handi,detach
4885,handi,detach,belt
4886,detach,belt,clip
4887,then,i,had
4888,had,to,continu
4889,to,continu,pair
4890,continu,pair,it
4891,pair,it,period
4892,it,period,sinc
4893,sinc,it,somehow
4894,it,somehow,kept
4895,somehow,kept,drop
4896,can,t,upload
4897,t,upload,rington
4898,upload,rington,from
4899,rington,from,a
4900,from,a,third
4901,a,third,parti
4902,bluetooth,doe,not
4903,not,work,phone
4904,work,phone,lock
4905,phone,lock,up
4906,lock,up,screen
4907,up,screen,just
4908,screen,just,flash
4909,just,flash,up
4910,flash,up,and
4911,up,and,now
4912,now,it,just
4913,it,just,make
4914,just,make,call
4915,make,call,random
4916,call,random,while
4917,random,while,in
4918,while,in,my
4919,in,my,pocket
4920,my,pocket,lock
4921,it,work,fine
4922,work,fine,on
4923,fine,on,my
4924,on,my,motorola
4925,my,motorola,cellphon
4926,motorola,cellphon,and
4927,cellphon,and,a
4928,and,a,lot
4929,a,lot,better
4930,lot,better,than
4931,than,the,worn
4932,the,worn,out
4933,worn,out,batteri
4934,out,batteri,did
4935,batteri,did,the
4936,the,volum,for
4937,for,the,ringer
4938,the,ringer,is
4939,ringer,is,real
4940,is,real,good
4941,real,good,you
4942,good,you,have
4943,you,have,choic
4944,have,choic,how
4945,choic,how,loud
4946,and,none,of
4947,of,the,tone
4948,the,tone,is
4949,tone,is,accept
4950,camera,color,balanc
4951,color,balanc,is
4952,balanc,is,aw
4953,product,is,clear
4954,clear,not,readi
4955,not,readi,for
4956,readi,for,prime
4957,for,prime,time
4958,prime,time,i
4959,time,i,don
4960,don,t,care
4961,t,care,how
4962,care,how,cool
4963,how,cool,it
4964,cool,it,look
4965,it,look,if
4966,look,if,you
4967,if,you,can
4968,can,t,tell
4969,t,tell,a
4970,tell,a,call
4971,call,is,come
4972,is,come,in
4973,come,in,it
4974,in,it,s
4975,it,s,worthless
4976,s,worthless,i
4977,love,the,rington
4978,the,rington,becaus
4979,rington,becaus,they
4980,becaus,they,are
4981,they,are,so
4982,are,so,upbeat
4983,chines,forgeri,abound
4984,easi,to,pair
4985,to,pair,with
4986,pair,with,my
4987,with,my,samsung
4988,my,samsung,cell
4989,the,instruct,didn
4990,instruct,didn,t
4991,didn,t,explain
4992,t,explain,that
4993,explain,that,a
4994,that,a,microphon
4995,a,microphon,jack
4996,microphon,jack,could
4997,jack,could,be
4998,could,be,use
4999,be,use,i
5000,use,i,would
5001,i,would,advis
5002,would,advis,to
5003,advis,to,not
5004,to,not,purchas
5005,not,purchas,this
5006,purchas,this,item
5007,item,it,never
5008,it,never,work
5009,never,work,veri
5010,too,bad,you
5011,bad,you,have
5012,to,pay,up
5013,up,to,a
5014,to,a,month
5015,a,month,for
5016,month,for,the
5017,for,the,servic
5018,the,nokia,ca
5019,nokia,ca,usb
5020,ca,usb,cabl
5021,usb,cabl,did
5022,cabl,did,not
5023,with,my,phone
5024,clear,crisp,sound
5025,sound,i,have
5026,use,the,smallest
5027,the,smallest,earpiec
5028,smallest,earpiec,provid
5029,earpiec,provid,but
5030,provid,but,it
5031,but,it,stay
5032,it,stay,on
5033,stay,on,pretti
5034,on,pretti,well
5035,pretti,well,the
5036,the,biggest,complaint
5037,biggest,complaint,i
5038,complaint,i,have
5039,i,have,is
5040,have,is,the
5041,the,batteri,drain
5042,batteri,drain,superfast
5043,drain,superfast,the
5044,the,design,might
5045,design,might,be
5046,might,be,ergonom
5047,be,ergonom,in
5048,ergonom,in,theori
5049,in,theori,but
5050,theori,but,i
5051,but,i,could
5052,could,not,stand
5053,not,stand,have
5054,stand,have,these
5055,have,these,in
5056,these,in,my
5057,not,buy,if
5058,buy,if,you
5059,if,you,want
5060,you,want,to
5061,want,to,use
5062,use,the,holster
5063,the,holster,the
5064,phone,can,also
5065,can,also,take
5066,also,take,great
5067,take,great,pictur
5068,great,pictur,and
5069,pictur,and,even
5070,and,even,video
5071,even,video,clip
5072,doesn,t,make
5073,t,make,you
5074,make,you,look
5075,you,look,cool
5076,becaus,both,ear
5077,both,ear,are
5078,ear,are,occupi
5079,are,occupi,background
5080,occupi,background,is
5081,background,is,not
5082,is,not,distract
5083,not,distract,at
5084,distract,at,all
5085,comfort,fit,you
5086,fit,you,need
5087,you,need,your
5088,need,your,headset
5089,your,headset,to
5090,headset,to,be
5091,to,be,comfort
5092,be,comfort,for
5093,comfort,for,at
5094,for,at,least
5095,at,least,an
5096,least,an,hour
5097,an,hour,at
5098,hour,at,a
5099,a,time,if
5100,time,if,not
5101,if,not,for
5102,not,for,an
5103,for,an,entir
5104,an,entir,day
5105,doesn,t,seem
5106,t,seem,to
5107,seem,to,accept
5108,to,accept,anyth
5109,accept,anyth,except
5110,anyth,except,cbr
5111,except,cbr,prefer
5112,cbr,prefer,rip
5113,prefer,rip,by
5114,rip,by,window
5115,by,window,media
5116,window,media,player
5117,you,can,t
5118,can,t,beat
5119,t,beat,the
5120,price,on,these
5121,come,with,a
5122,with,a,strong
5123,a,strong,light
5124,strong,light,that
5125,light,that,you
5126,you,can,use
5127,can,use,to
5128,use,to,light
5129,to,light,up
5130,light,up,your
5131,up,your,camera
5132,your,camera,shot
5133,camera,shot,and
5134,shot,and,even
5135,and,even,flash
5136,even,flash,sos
5137,flash,sos,signal
5138,sos,signal,serious
5139,lightweight,and,work
5140,so,just,bewar
5141,love,this,cabl
5142,this,cabl,it
5143,cabl,it,allow
5144,it,allow,me
5145,allow,me,to
5146,me,to,connect
5147,to,connect,ani
5148,connect,ani,mini
5149,ani,mini,usb
5150,mini,usb,devic
5151,usb,devic,to
5152,devic,to,my
5153,to,my,pc
5154,so,anyon,near
5155,anyon,near,you
5156,near,you,will
5157,you,will,hear
5158,will,hear,part
5159,hear,part,of
5160,part,of,your
5161,of,your,convers
5162,your,convers,this
5163,convers,this,is
5164,this,is,cool
5165,is,cool,becaus
5166,cool,becaus,most
5167,becaus,most,case
5168,most,case,are
5169,case,are,just
5170,are,just,open
5171,just,open,there
5172,open,there,allow
5173,there,allow,the
5174,allow,the,screen
5175,the,screen,to
5176,get,all,scratch
5177,all,scratch,up
5178,phone,as,a
5179,as,a,replac
5180,a,replac,for
5181,replac,for,my
5182,for,my,startac
5183,my,startac,and
5184,startac,and,have
5185,and,have,regret
5186,have,regret,it
5187,regret,it,sinc
5188,appear,to,actual
5189,to,actual,outperform
5190,actual,outperform,the
5191,outperform,the,origin
5192,the,origin,batteri
5193,origin,batteri,from
5194,batteri,from,china
5195,from,china,that
5196,china,that,came
5197,that,came,with
5198,came,with,my
5199,can,t,store
5200,t,store,anyth
5201,store,anyth,but
5202,anyth,but,phone
5203,but,phone,number
5204,phone,number,to
5205,number,to,sim
5206,it,last,less
5207,last,less,than
5208,less,than,minut
5209,than,minut,if
5210,minut,if,i
5211,if,i,actual
5212,i,actual,tri
5213,actual,tri,to
5214,tri,to,use
5215,phone,my,wife
5216,my,wife,has
5217,wife,has,the
5218,has,the,same
5219,same,phone,with
5220,with,the,same
5221,jabra,ear,gel
5222,ear,gel,r
5223,gel,r,the
5224,r,the,best
5225,not,worth,it
5226,phone,crash,complet
5227,crash,complet,and
5228,complet,and,now
5229,now,i,have
5230,get,it,replac
5231,it,replac,it
5232,it,quit,work
5233,quit,work,after
5234,work,after,i
5235,after,i,d
5236,i,d,use
5237,d,use,it
5238,use,it,for
5239,it,for,about
5240,for,about,month
5241,about,month,so
5242,month,so,i
5243,so,i,just
5244,i,just,purchas
5245,just,purchas,anoth
5246,purchas,anoth,one
5247,anoth,one,becaus
5248,one,becaus,this
5249,becaus,this,is
5250,headset,i,ve
5251,ve,ever,own
5252,unfortun,it,will
5253,it,will,not
5254,will,not,recharg
5255,not,recharg,my
5256,recharg,my,iphon
5257,my,iphon,despit
5258,iphon,despit,connect
5259,despit,connect,it
5260,connect,it,from
5261,it,from,multipl
5262,from,multipl,power
5263,multipl,power,sourc
5264,power,sourc,imac
5265,sourc,imac,extern
5266,imac,extern,batteri
5267,extern,batteri,wall
5268,batteri,wall,outlet
5269,wall,outlet,etc
5270,outlet,etc,it
5271,a,great,phone
5272,phone,if,you
5273,if,you,simpli
5274,you,simpli,want
5275,simpli,want,a
5276,want,a,small
5277,a,small,flip
5278,small,flip,phone
5279,flip,phone,look
5280,phone,look,elsewher
5281,look,elsewher,as
5282,elsewher,as,the
5283,as,the,extra
5284,the,extra,bell
5285,extra,bell,whistl
5286,bell,whistl,are
5287,whistl,are,mediocr
5288,good,valu,work
5289,valu,work,fine
5290,work,fine,power
5291,fine,power,via
5292,power,via,usb
5293,via,usb,car
5294,usb,car,or
5295,car,or,wall
5296,or,wall,outlet
5297,wall,outlet,my
5298,my,phone,doesn
5299,doesn,t,slide
5300,t,slide,around
5301,slide,around,my
5302,around,my,car
5303,my,car,now
5304,car,now,and
5305,now,and,the
5306,and,the,grip
5307,the,grip,prevent
5308,grip,prevent,my
5309,prevent,my,phone
5310,my,phone,from
5311,phone,from,slip
5312,from,slip,out
5313,slip,out,of
5314,out,of,my
5315,of,my,hand
5316,this,is,simpli
5317,is,simpli,the
5318,simpli,the,best
5319,the,best,bluetooth
5320,best,bluetooth,headset
5321,bluetooth,headset,for
5322,headset,for,sound
5323,qualiti,think,it
5324,think,it,over
5325,it,over,when
5326,over,when,you
5327,when,you,plan
5328,you,plan,to
5329,plan,to,own
5330,to,own,this
5331,own,this,one
5332,this,one,this
5333,this,sure,is
5334,sure,is,the
5335,is,the,last
5336,the,last,moto
5337,last,moto,phone
5338,moto,phone,for
5339,phone,for,me
5340,me,in,the
5341,in,the,span
5342,the,span,of
5343,span,of,an
5344,of,an,hour
5345,an,hour,i
5346,hour,i,had
5347,i,had,two
5348,had,two,peopl
5349,two,peopl,exclaim
5350,peopl,exclaim,whoa
5351,exclaim,whoa,is
5352,whoa,is,that
5353,that,the,new
5354,new,phone,on
5355,phone,on,tv
5356,on,tv,i
5357,i,have,alway
5358,have,alway,use
5359,alway,use,cord
5360,use,cord,headset
5361,cord,headset,and
5362,and,the,freedom
5363,the,freedom,from
5364,from,the,wireless
5365,the,wireless,is
5366,this,case,has
5367,case,has,pass
5368,has,pass,the
5369,pass,the,one
5370,the,one,year
5371,one,year,mark
5372,year,mark,and
5373,mark,and,while
5374,while,it,show
5375,it,show,sign
5376,show,sign,of
5377,sign,of,wear
5378,of,wear,it
5379,other,than,that
5380,than,that,the
5381,that,the,leather
5382,the,leather,is
5383,leather,is,nice
5384,is,nice,and
5385,nice,and,soft
5386,and,soft,the
5387,soft,the,fit
5388,the,fit,is
5389,veri,tight,the
5390,tight,the,cut
5391,the,cut,out
5392,cut,out,for
5393,out,for,the
5394,for,the,face
5395,the,face,is
5396,face,is,a
5397,a,good,shape
5398,it,has,everyth
5399,has,everyth,i
5400,everyth,i,need
5401,i,need,and
5402,couldn,t,ask
5403,t,ask,for
5404,ask,for,more
5405,after,receiv,and
5406,receiv,and,use
5407,and,use,the
5408,use,the,product
5409,product,for,just
5410,for,just,day
5411,just,day,it
5412,day,it,broke
5413,it,broke,this
5414,product,is,great
5415,great,it,make
5416,it,make,work
5417,make,work,a
5418,work,a,lot
5419,a,lot,easier
5420,lot,easier,i
5421,easier,i,can
5422,i,can,go
5423,to,the,copier
5424,the,copier,while
5425,copier,while,wait
5426,while,wait,on
5427,wait,on,hold
5428,on,hold,for
5429,hold,for,someth
5430,of,the,three
5431,the,three,size
5432,three,size,they
5433,size,they,sent
5434,they,sent,with
5435,sent,with,the
5436,with,the,headset
5437,the,headset,would
5438,headset,would,stay
5439,would,stay,in
5440,stay,in,my
5441,my,ear,t
5442,t,mobil,has
5443,mobil,has,the
5444,has,the,best
5445,the,best,custom
5446,best,custom,servic
5447,custom,servic,anywher
5448,and,much,less
5449,much,less,expens
5450,less,expens,than
5451,expens,than,other
5452,than,other,be
5453,other,be,sold
5454,we,have,tri
5455,have,tri,unit
5456,tri,unit,and
5457,unit,and,they
5458,and,they,both
5459,they,both,fail
5460,both,fail,within
5461,fail,within,month
